0.808081 0 0
0.808081 0.010101 -0.0162035
0.808081 0.020202 -0.0319287
0.808081 0.030303 -0.0467226
0.808081 0.040404 -0.0601812
0.808081 0.0505051 -0.0719697
0.808081 0.0606061 -0.0818373
0.808081 0.0707071 -0.0896263
0.808081 0.0808081 -0.0952753
0.808081 0.0909091 -0.0988155
0.808081 0.10101 -0.100362
0.808081 0.111111 -0.100099
0.808081 0.121212 -0.0982644
0.808081 0.131313 -0.0951315
0.808081 0.141414 -0.0909879
0.808081 0.151515 -0.0861208
0.808081 0.161616 -0.0808015
0.808081 0.171717 -0.0752751
0.808081 0.181818 -0.0697554
0.808081 0.191919 -0.064423
0.808081 0.20202 -0.059429
0.808081 0.212121 -0.0549019
0.808081 0.222222 -0.0509567
0.808081 0.232323 -0.047703
0.808081 0.242424 -0.0452535
0.808081 0.252525 -0.0437258
0.808081 0.262626 -0.0432406
0.808081 0.272727 -0.0439118
0.808081 0.282828 -0.0458298
0.808081 0.292929 -0.0490387
0.808081 0.30303 -0.0535108
0.808081 0.313131 -0.0591207
0.808081 0.323232 -0.0656249
0.808081 0.333333 -0.0726516
0.808081 0.343434 -0.079705
0.808081 0.353535 -0.0861877
0.808081 0.363636 -0.0914418
0.808081 0.373737 -0.0948079
0.808081 0.383838 -0.0956959
0.808081 0.393939 -0.0936604
0.808081 0.40404 -0.088472
0.808081 0.414141 -0.0801724
0.808081 0.424242 -0.0691041
0.808081 0.434343 -0.0559084
0.808081 0.444444 -0.0414863
0.808081 0.454545 -0.0269263
0.808081 0.464646 -0.0134023
0.808081 0.474747 -0.00205659
0.808081 0.484848 0.00612149
0.808081 0.494949 0.0104035
0.808081 0.505051 0.0104035
0.808081 0.515152 0.00612149
0.808081 0.525253 -0.00205659
0.808081 0.535354 -0.0134023
0.808081 0.545455 -0.0269263
0.808081 0.555556 -0.0414863
0.808081 0.565657 -0.0559084
0.808081 0.575758 -0.0691041
0.808081 0.585859 -0.0801724
0.808081 0.59596 -0.088472
0.808081 0.606061 -0.0936604
0.808081 0.616162 -0.0956959
0.808081 0.626263 -0.0948079
0.808081 0.636364 -0.0914418
0.808081 0.646465 -0.0861877
0.808081 0.656566 -0.079705
0.808081 0.666667 -0.0726516
0.808081 0.676768 -0.0656249
0.808081 0.686869 -0.0591207
0.808081 0.69697 -0.0535108
0.808081 0.707071 -0.0490387
0.808081 0.717172 -0.0458298
0.808081 0.727273 -0.0439118
0.808081 0.737374 -0.0432406
0.808081 0.747475 -0.0437258
0.808081 0.757576 -0.0452535
0.808081 0.767677 -0.047703
0.808081 0.777778 -0.0509567
0.808081 0.787879 -0.0549019
0.808081 0.79798 -0.059429
0.808081 0.808081 -0.064423
0.808081 0.818182 -0.0697554
0.808081 0.828283 -0.0752751
0.808081 0.838384 -0.0808015
0.808081 0.848485 -0.0861208
0.808081 0.858586 -0.0909879
0.808081 0.868687 -0.0951315
0.808081 0.878788 -0.0982644
0.808081 0.888889 -0.100099
0.808081 0.89899 -0.100362
0.808081 0.909091 -0.0988155
0.808081 0.919192 -0.0952753
0.808081 0.929293 -0.0896263
0.808081 0.939394 -0.0818373
0.808081 0.949495 -0.0719697
0.808081 0.959596 -0.0601812
0.808081 0.969697 -0.0467226
0.808081 0.979798 -0.0319287
0.808081 0.989899 -0.0162035
0.808081 1 0

0.818182 0 0
0.818182 0.010101 -0.0159799
0.818182 0.020202 -0.031491
0.818182 0.030303 -0.0460904
0.818182 0.040404 -0.0593849
0.818182 0.0505051 -0.0710512
0.818182 0.0606061 -0.0808506
0.818182 0.0707071 -0.0886379
0.818182 0.0808081 -0.0943635
0.818182 0.0909091 -0.0980689
0.818182 0.10101 -0.0998767
0.818182 0.111111 -0.0999762
0.818182 0.121212 -0.0986052
0.818182 0.131313 -0.0960312
0.818182 0.141414 -0.0925323
0.818182 0.151515 -0.0883798
